test,period,psd
1,48.0,253.8970046169185
1,32.0,682.9088758942357
1,24.0,788.0856163382886
1,19.200000000000003,163.2305045303134
1,16.0,362.66324890900984
1,13.714285714285715,2888.1862820933206
1,12.0,3970.6574415200485
1,10.666666666666666,509.8677155703325
1,9.600000000000001,374.28134251470544
1,8.727272727272728,2686.4327747727584
1,8.0,1962.0095036554776
1,7.384615384615385,95.6582122550719
1,6.857142857142858,184.32873022837822
1,6.4,768.698406314914
1,6.0,265.35882738337386
1,5.647058823529412,14.532323249499996
1,5.333333333333333,134.09279425501288
1,5.052631578947369,565.4625512427756
1,4.800000000000001,211.70251962360234
1,4.571428571428571,25.89203670779525
1,4.363636363636364,65.06285335516469
1,4.173913043478261,10.770244343601398
1,4.0,54.10033417491056
1,3.8400000000000007,33.31733354731925
1,3.6923076923076925,146.15417022820333
1,3.5555555555555554,189.68118523869938
1,3.428571428571429,138.47450291834414
1,3.3103448275862073,213.41498646696664
1,3.2,89.85593083403195
1,3.0967741935483875,11.416427305122141
1,3.0,24.372737091313233
1,2.909090909090909,13.396062473132597
1,2.823529411764706,157.29447572023946
1,2.742857142857143,50.710387271769214
1,2.6666666666666665,90.30476210500427
1,2.5945945945945947,170.25461058526759
1,2.5263157894736845,149.11393969644843
1,2.4615384615384617,97.6969668035048
1,2.4000000000000004,53.57312455242926
1,2.3414634146341466,129.45300460161198
1,2.2857142857142856,183.2388482289265
1,2.2325581395348837,96.07668506308246
1,2.181818181818182,212.436435050842
1,2.1333333333333333,40.058814585071396
1,2.0869565217391304,50.36506039926721
1,2.042553191489362,61.67408546466586
1,2.0,265.3949823138588
1,1.959183673469388,364.38401063707545
1,1.9200000000000004,173.64790619920666
1,1.8823529411764706,675.4201796358241
1,1.8461538461538463,553.092411242618
1,1.8113207547169814,64.57516347329423
1,1.7777777777777777,86.24504253777863
1,1.7454545454545456,379.36045390566807
1,1.7142857142857144,320.8952354073215
1,1.6842105263157894,322.2688200249672
1,1.6551724137931036,20.387614484788916
1,1.6271186440677967,305.83839801910227
1,1.6,77.44826227269647
1,1.5737704918032789,78.20560421764155
1,1.5483870967741937,365.0173231238492
1,1.5238095238095237,358.39435728959273
1,1.5,329.1422636531965
1,1.476923076923077,170.92365689391806
1,1.4545454545454546,24.122685327521086
1,1.4328358208955225,11.263741284564688
1,1.411764705882353,22.04845322441855
1,1.391304347826087,127.6189781531758
1,1.3714285714285714,87.06267836642196
1,1.3521126760563382,128.33324732582403
1,1.3333333333333333,92.4884986006029
1,1.315068493150685,29.16883775942006
1,1.2972972972972974,91.48121360180859
1,1.28,83.63159881576065
1,1.2631578947368423,3.5399275918443287
1,1.246753246753247,173.21854215977916
1,1.2307692307692308,224.14290854119938
1,1.2151898734177216,288.47057619485776
1,1.2000000000000002,445.2708925158381
1,1.1851851851851851,234.90171382635663
1,1.1707317073170733,0.11836444263236415
1,1.1566265060240966,49.683791783439325
1,1.1428571428571428,9.901929942472677
1,1.1294117647058823,166.02917869131878
1,1.1162790697674418,197.1621610002268
1,1.103448275862069,399.4742629990306
1,1.090909090909091,489.74362354225497
1,1.0786516853932586,66.56083716049001
1,1.0666666666666667,69.70182713127541
1,1.054945054945055,214.68781997068237
1,1.0434782608695652,191.79509354968687
1,1.032258064516129,314.5284962448941
1,1.021276595744681,71.77296004657335
1,1.0105263157894737,90.45663417766328
1,1.0,167.0198285654699
2,40.0,78.47927615197717
2,30.0,282.14260973493714
2,24.0,835.8186045536484
2,20.0,540.5369051855047
2,17.142857142857142,23.678330776142943
2,15.0,80.40856001395434
2,13.333333333333334,348.73865556698456
2,12.0,4615.925698222795
2,10.90909090909091,3570.247514630318
2,10.0,122.83784424046804
2,9.23076923076923,146.88490967317333
2,8.571428571428571,302.70670635742044
2,8.0,987.0135551786311
2,7.5,2501.899911148528
2,7.0588235294117645,215.38567481990998
2,6.666666666666667,43.89591902722586
2,6.315789473684211,91.19955768525638
2,6.0,451.8231262633524
2,5.714285714285714,725.2120996917437
2,5.454545454545455,414.1371857462643
2,5.217391304347826,35.29569505403684
2,5.0,76.15958743270676
2,4.8,51.831867569172275
2,4.615384615384615,1498.4027948149505
2,4.444444444444445,887.8560822764431
2,4.285714285714286,13.435472463748102
2,4.137931034482759,98.1449584727485
2,4.0,425.4029471556666
2,3.8709677419354844,271.161319388302
2,3.75,38.75587882928057
2,3.6363636363636362,67.9608313283079
2,3.5294117647058822,12.629760430459346
2,3.4285714285714284,41.02422921445521
2,3.3333333333333335,912.3863004698975
2,3.243243243243243,1036.8915198583284
2,3.1578947368421053,155.64514337455154
2,3.0769230769230766,78.9019880738551
2,3.0,91.4966392423001
2,2.926829268292683,12.021806300173832
2,2.857142857142857,4.201560956659209
2,2.7906976744186047,53.56138853829352
2,2.7272727272727275,32.10506763699196
2,2.6666666666666665,10.864089192611134
2,2.608695652173913,272.05833901281505
2,2.5531914893617023,309.9106822063745
2,2.5,1.798680562806091
2,2.4489795918367347,286.7903761890488
2,2.4,331.300873926162
2,2.3529411764705883,29.03871420423968
2,2.3076923076923075,20.045835325376462
2,2.2641509433962264,78.54466651301644
2,2.2222222222222223,130.32925566845952
2,2.181818181818182,236.90241302982835
2,2.142857142857143,287.04443346153147
2,2.1052631578947367,219.26389249362475
2,2.0689655172413794,149.4493862675798
2,2.0338983050847457,6.157335011418419
2,2.0,48.55469199256657
2,1.9672131147540985,9.704967584346056
2,1.9354838709677422,74.00379612544485
2,1.9047619047619047,313.8905073465792
2,1.875,453.4855707770849
2,1.8461538461538463,68.80950315828765
2,1.8181818181818181,22.077487935663164
2,1.791044776119403,8.841613032995824
2,1.7647058823529411,401.0276083312308
2,1.7391304347826089,434.41727477557225
2,1.7142857142857142,3.6204969238231715
2,1.6901408450704225,54.10167979929215
2,1.6666666666666667,118.32128930953843
2,1.6438356164383563,243.35848279568071
2,1.6216216216216215,272.839827558954
2,1.6,179.7742604699124
2,1.5789473684210527,224.98145001350656
2,1.5584415584415585,196.7354076630183
2,1.5384615384615383,829.3250289428634
2,1.518987341772152,1349.337418748275
2,1.5,359.428653470352
2,1.4814814814814814,98.35792292629675
2,1.4634146341463414,101.79925074863148
2,1.4457831325301205,43.42363489722925
2,1.4285714285714286,41.379839534524905
2,1.4117647058823528,61.171539020822046
2,1.3953488372093024,103.89983154706567
2,1.3793103448275863,68.08309910164051
2,1.3636363636363638,103.77617813134073
2,1.348314606741573,290.5730753377906
2,1.3333333333333333,92.21077839611038
2,1.3186813186813187,46.28989511167338
2,1.3043478260869565,81.81761639478196
2,1.2903225806451613,226.97161637764472
2,1.2765957446808511,20.793487150940244
2,1.2631578947368423,167.20074397591486
2,1.25,324.0578363770601
2,1.2371134020618557,139.00291269165396
2,1.2244897959183674,95.16977494657405
2,1.2121212121212122,247.3982515852796
2,1.2,232.24205230924434
2,1.188118811881188,281.1042510131288
2,1.1764705882352942,245.3389404510798
2,1.1650485436893205,71.67292076445464
2,1.1538461538461537,32.567036988294674
2,1.1428571428571428,94.47312577556875
2,1.1320754716981132,163.35803212249817
2,1.1214953271028039,218.0359237740443
2,1.1111111111111112,53.3880202301772
2,1.1009174311926606,23.77701303849176
2,1.090909090909091,10.348349913884674
2,1.0810810810810811,257.8336590650363
2,1.0714285714285714,256.28674965779487
2,1.0619469026548674,371.834910021725
2,1.0526315789473684,106.5089557505569
2,1.0434782608695652,12.93890925165186
2,1.0344827586206897,319.44753478074824
2,1.0256410256410258,525.5975294422755
2,1.0169491525423728,217.06406726967904
2,1.0084033613445378,86.70252700395716
2,1.0,46.527470359589856
