Probeset_ID,Symbol,Time,Values,LombScargle_P,LombScargle_Q,LombScargle_period,LombScargle_phase,Tissue
10355998,Fam124b,18;20;22;24;26;28;30;32;34;36;38;40;42;44;46;48;50;52;54;56;58;60;62;64,66.4;89.4;94.2;97.8;92.0;60.9;57.2;52.2;48.0;46.6;55.7;59.2;68.4;87.2;89.9;83.5;85.7;53.2;62.9;42.6;57.0;49.8;58.0;62.5,0.00128,0.630717,23.064,22.16,heart
10451198,Vegfa,18;20;22;24;26;28;30;32;34;36;38;40;42;44;46;48;50;52;54;56;58;60;62;64,2618.8;2597.8;2539.6;2503.7;2505.3;2123.9;2112.8;2207.2;2008.5;2095.8;2199.8;2451.5;2510.7;2612.4;2758.7;2497.5;2609.9;1942.1;1995.4;1940.8;2004.3;2077.0;2241.4;2501.0,0.00135,0.630717,23.892,21.48,heart
10359982,Atf6,18;20;22;24;26;28;30;32;34;36;38;40;42;44;46;48;50;52;54;56;58;60;62;64,2310.8;2671.2;2290.1;2074.7;2081.6;1748.0;1741.2;1797.9;1901.7;1934.3;1965.6;2282.1;2253.1;2480.6;2336.4;2145.0;2245.6;1886.7;1756.4;1838.2;1838.7;1988.0;2158.6;2369.8,0.00137,0.630717,23.892,21.12,heart
10525313,Atxn2,18;20;22;24;26;28;30;32;34;36;38;40;42;44;46;48;50;52;54;56;58;60;62;64,1323.3;1301.9;1318.6;1362.0;1208.9;1192.7;1103.8;1189.2;1061.5;1097.0;1186.8;1285.8;1310.0;1292.9;1313.5;1278.9;1221.4;1091.1;1060.6;1118.6;1071.3;1084.8;1143.0;1257.8,0.00139,0.630717,23.892,21.23,heart
10371959,Elk3,18;20;22;24;26;28;30;32;34;36;38;40;42;44;46;48;50;52;54;56;58;60;62;64,709.8;754.9;710.8;728.7;729.8;697.8;564.6;643.1;507.2;573.2;583.3;593.9;654.6;760.6;685.4;797.2;733.9;629.0;631.2;596.4;540.5;518.3;587.8;610.9,0.00172,0.630717,24.783,22.4,heart
10409278,Nfil3,18;20;22;24;26;28;30;32;34;36;38;40;42;44;46;48;50;52;54;56;58;60;62;64,255.8;323.3;286.0;331.1;242.7;132.1;114.3;126.1;137.1;140.0;170.5;197.4;256.8;326.7;322.9;341.3;322.7;114.2;106.7;139.2;129.1;156.2;208.6;298.8,0.00177,0.630717,23.064,21.86,heart
10552740,Nup62,18;20;22;24;26;28;30;32;34;36;38;40;42;44;46;48;50;52;54;56;58;60;62;64,512.4;489.8;522.1;532.0;433.6;422.4;360.7;375.6;334.3;348.4;470.2;515.3;463.7;530.7;528.7;564.3;488.9;356.6;343.7;345.6;369.5;343.7;466.0;564.0,0.00197,0.630717,23.064,21.52,heart
10388488,Fam101b,18;20;22;24;26;28;30;32;34;36;38;40;42;44;46;48;50;52;54;56;58;60;62;64,660.9;615.6;673.8;640.2;667.1;642.1;520.7;532.4;409.4;439.3;502.8;547.1;633.3;818.7;771.6;717.6;718.9;507.4;495.1;539.9;430.0;429.9;489.3;561.6,0.00205,0.630717,23.892,22.07,heart
10384725,Rel,18;20;22;24;26;28;30;32;34;36;38;40;42;44;46;48;50;52;54;56;58;60;62;64,909.2;921.6;867.2;939.8;851.4;802.9;613.0;632.7;613.3;633.8;888.7;898.3;894.2;940.9;929.1;1080.4;807.7;676.7;605.1;566.0;676.8;742.4;947.4;937.4,0.00216,0.630717,22.291,21.42,heart
10565288,Fam108c,18;20;22;24;26;28;30;32;34;36;38;40;42;44;46;48;50;52;54;56;58;60;62;64,744.2;766.6;739.5;770.9;744.8;731.2;698.7;674.8;666.4;684.9;624.4;726.2;778.2;773.9;760.2;809.8;734.8;729.9;672.2;679.9;654.1;613.8;667.3;703.6,0.00221,0.630717,23.892,22.0,heart
10556487,,18;20;22;24;26;28;30;32;34;36;38;40;42;44;46;48;50;52;54;56;58;60;62;64,75.3;141.5;155.9;119.7;89.5;72.4;57.1;49.4;49.0;49.9;54.9;61.1;84.4;112.3;113.6;125.9;95.9;61.7;54.8;46.1;58.2;50.5;76.7;73.0,0.00225,0.630717,23.892,22.11,heart
10595856,Slc25a36,18;20;22;24;26;28;30;32;34;36;38;40;42;44;46;48;50;52;54;56;58;60;62;64,964.2;1059.5;893.1;1040.5;859.2;840.4;854.0;801.0;784.0;760.1;893.1;913.9;966.2;980.9;1032.7;1052.5;1065.5;893.0;844.4;774.5;734.7;752.1;862.3;873.7,0.00234,0.630717,25.742,21.98,heart
10466779,Pip5k1b,18;20;22;24;26;28;30;32;34;36;38;40;42;44;46;48;50;52;54;56;58;60;62;64,786.3;760.3;663.9;770.0;800.8;699.4;679.5;637.9;563.6;594.9;583.4;687.4;684.7;835.4;821.8;808.0;745.8;707.1;640.4;574.4;578.9;566.8;545.0;618.4,0.00237,0.630717,24.783,22.13,heart
10532937,Unc119b,18;20;22;24;26;28;30;32;34;36;38;40;42;44;46;48;50;52;54;56;58;60;62;64,280.9;313.8;307.9;306.2;292.3;269.4;240.6;262.0;208.0;218.3;250.9;310.2;272.9;355.0;357.4;299.2;329.4;253.9;235.1;231.8;217.4;216.8;270.1;295.7,0.00242,0.630717,23.064,21.89,heart
10519497,Steap4,18;20;22;24;26;28;30;32;34;36;38;40;42;44;46;48;50;52;54;56;58;60;62;64,708.4;853.3;768.1;856.2;748.4;645.4;627.5;607.9;582.3;545.8;587.2;731.8;712.3;767.5;854.3;789.6;817.5;773.9;666.0;626.9;609.8;561.9;717.2;761.3,0.0025,0.630717,23.892,22.5,heart
10421917,Pabpc4,18;20;22;24;26;28;30;32;34;36;38;40;42;44;46;48;50;52;54;56;58;60;62;64,2510.9;2511.4;2452.4;2405.4;2327.0;2282.5;2223.7;2229.9;2176.6;2344.3;2221.1;2287.4;2391.3;2442.7;2547.9;2553.3;2452.0;2194.6;2251.8;2172.7;2221.1;2202.1;2227.9;2180.8,0.00254,0.630717,26.779,21.87,heart
10357191,Ptpn4,18;20;22;24;26;28;30;32;34;36;38;40;42;44;46;48;50;52;54;56;58;60;62;64,480.4;535.1;478.4;493.0;475.2;436.7;358.1;376.4;355.0;351.7;340.5;444.9;426.9;464.2;542.1;491.6;510.7;568.6;411.5;413.9;397.9;369.9;349.0;431.6,0.00255,0.630717,26.779,23.71,heart
10556082,Ppfibp2,18;20;22;24;26;28;30;32;34;36;38;40;42;44;46;48;50;52;54;56;58;60;62;64,469.1;495.2;511.6;440.4;505.0;469.9;402.8;377.0;356.4;343.2;374.4;408.8;425.7;508.6;557.4;478.1;448.7;514.8;446.6;348.1;356.4;376.0;387.6;442.5,0.00257,0.630717,23.892,22.56,heart
10357535,Pfkfb2,18;20;22;24;26;28;30;32;34;36;38;40;42;44;46;48;50;52;54;56;58;60;62;64,1940.8;2367.4;1993.2;1685.3;2039.7;1538.2;1375.6;1411.5;1303.0;1515.9;1421.0;1803.9;1836.9;2227.1;2399.6;1787.0;1911.3;1442.1;1295.9;1178.7;1464.1;1296.5;1343.5;1565.9,0.00267,0.630717,24.783,21.64,heart
10507851,Pabpc4,18;20;22;24;26;28;30;32;34;36;38;40;42;44;46;48;50;52;54;56;58;60;62;64,2265.0;2219.6;2155.9;2184.3;2075.7;2048.4;1971.6;2001.2;1973.5;2118.6;1992.1;2053.2;2125.0;2171.5;2297.1;2293.9;2197.2;2021.2;2038.5;1968.1;2004.1;1990.6;1994.4;1996.7,0.00269,0.630717,26.779,21.98,heart
10383717,Inpp5j,18;20;22;24;26;28;30;32;34;36;38;40;42;44;46;48;50;52;54;56;58;60;62;64,525.0;488.4;560.0;512.3;446.7;408.3;407.0;422.2;387.4;411.7;434.1;517.2;496.4;544.5;552.2;475.8;438.5;303.9;331.3;392.4;349.5;360.9;446.7;531.1,0.00282,0.630717,23.064,19.28,heart
10598107,Taf1a,18;20;22;24;26;28;30;32;34;36;38;40;42;44;46;48;50;52;54;56;58;60;62;64,693.2;715.2;648.2;684.7;628.9;585.9;544.1;590.0;586.5;556.8;575.7;662.6;644.9;699.0;675.2;750.5;688.3;668.0;654.8;625.3;647.1;632.3;511.4;577.6,0.00301,0.630717,30.458,0.47,heart
10566767,St5,18;20;22;24;26;28;30;32;34;36;38;40;42;44;46;48;50;52;54;56;58;60;62;64,386.9;423.3;424.7;411.6;441.5;457.7;383.0;403.1;328.6;333.8;316.3;369.1;370.9;477.1;528.6;479.8;406.3;388.4;341.8;333.9;305.8;314.3;362.7;363.3,0.00302,0.630717,22.291,22.06,heart
10589929,Cmtm6,18;20;22;24;26;28;30;32;34;36;38;40;42;44;46;48;50;52;54;56;58;60;62;64,587.2;640.6;581.4;603.0;611.0;557.6;457.2;506.3;447.7;477.0;486.8;557.2;573.7;590.7;625.7;698.1;628.0;529.7;485.3;505.6;472.4;464.4;565.0;619.2,0.00308,0.630717,23.064,22.17,heart
10457733,B4galt6,18;20;22;24;26;28;30;32;34;36;38;40;42;44;46;48;50;52;54;56;58;60;62;64,438.9;517.1;464.4;478.0;472.5;439.7;403.5;398.1;363.8;402.7;385.0;431.8;393.1;460.4;538.1;501.6;461.6;494.4;406.8;394.8;365.0;383.9;376.5;439.8,0.0031,0.630717,24.783,22.56,heart
10410460,Ube2ql1,18;20;22;24;26;28;30;32;34;36;38;40;42;44;46;48;50;52;54;56;58;60;62;64,460.4;474.9;486.0;449.4;456.5;413.3;367.4;387.5;364.3;360.4;353.1;407.8;437.5;440.5;409.0;487.7;463.0;382.6;397.7;369.5;332.9;363.7;392.7;451.2,0.0033,0.630717,23.892,22.13,heart
10396278,Daam1,18;20;22;24;26;28;30;32;34;36;38;40;42;44;46;48;50;52;54;56;58;60;62;64,1128.6;1210.4;1190.0;1123.5;1116.4;1057.5;929.2;968.5;921.9;1054.4;1058.4;1215.6;1152.5;1079.7;1221.5;1108.4;1167.5;950.2;943.2;981.3;954.9;974.5;1062.7;1207.2,0.00338,0.630717,23.064,21.11,heart
10596675,BY080835,18;20;22;24;26;28;30;32;34;36;38;40;42;44;46;48;50;52;54;56;58;60;62;64,396.3;364.2;336.4;357.1;354.2;315.7;305.1;295.4;295.7;323.5;321.3;320.4;375.2;381.7;398.4;366.6;349.2;312.3;294.9;315.4;302.5;300.4;333.4;386.3,0.00343,0.630717,23.892,21.73,heart
